Attendance,Previous qualification,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Average Grade,Unemployment rate,Inflation rate,GDP,Target
1,1,1,3,1,1,0,0,0,1,0,20,0,0,10.8,1.4,1.74,1
1,1,23,3,10,4,1,1,0,0,0,20,1,6,10.8,1.4,1.74,1
1,1,1,1,6,5,1,0,0,1,0,20,0,5,10.8,1.4,1.74,1
1,1,23,27,10,10,1,1,0,0,0,20,0,11,10.8,1.4,1.74,1
1,1,23,27,5,10,1,0,1,0,0,20,0,12,10.8,1.4,1.74,0
1,1,1,3,2,3,0,0,1,0,1,20,0,15,10.8,1.4,1.74,0
1,1,22,14,10,4,0,0,1,0,0,20,0,13,10.8,1.4,1.74,1
1,1,1,28,6,8,1,0,1,1,0,20,0,11,10.8,1.4,1.74,0
1,1,13,27,10,10,1,0,1,1,1,20,0,0,10.8,1.4,1.74,0
1,1,13,14,10,6,1,0,1,0,0,20,0,13,10.8,1.4,1.74,0
1,1,22,27,6,6,1,0,1,0,1,20,1,14,10.8,1.4,1.74,0
1,1,3,4,3,3,0,0,1,1,0,20,0,6,10.8,1.4,1.74,1
1,1,13,28,10,9,0,0,1,1,0,20,0,12,10.8,1.4,1.74,1
1,1,19,27,10,10,1,1,0,0,0,20,0,11,10.8,1.4,1.74,1
1,1,22,27,10,8,1,0,1,0,0,20,0,13,10.8,1.4,1.74,0
1,1,1,1,10,2,1,0,1,0,1,20,0,12,10.8,1.4,1.74,0
1,1,13,1,6,5,1,0,1,0,0,20,0,12,10.8,1.4,1.74,0
1,1,1,14,6,6,1,0,1,1,1,20,0,11,10.8,1.4,1.74,0
1,1,13,14,10,10,1,0,1,1,1,20,0,11,10.8,1.4,1.74,0
1,1,1,3,10,3,1,1,0,0,0,20,0,12,10.8,1.4,1.74,1
1,1,1,1,10,10,1,0,1,1,0,20,0,13,10.8,1.4,1.74,0
1,1,13,14,2,2,1,0,1,1,0,20,0,0,10.8,1.4,1.74,1
1,1,23,27,10,10,0,0,0,1,0,20,0,12,10.8,1.4,1.74,1
0,1,13,1,2,2,0,0,1,0,1,20,0,13,10.8,1.4,1.74,0
0,1,13,27,6,9,0,0,1,0,1,20,0,13,10.8,1.4,1.74,0
1,1,1,1,4,6,1,0,1,0,1,20,0,13,10.8,1.4,1.74,0
1,1,23,1,10,8,1,0,1,1,0,20,0,14,10.8,1.4,1.74,0
1,1,1,23,4,4,0,0,0,1,0,20,0,0,10.8,1.4,1.74,1
1,1,1,1,5,6,0,0,1,1,0,20,0,6,10.8,1.4,1.74,1
1,1,13,28,8,8,1,0,1,0,0,20,0,13,10.8,1.4,1.74,0
1,1,22,27,10,10,0,1,0,0,1,20,1,12,10.8,1.4,1.74,0
1,1,23,27,10,8,1,0,1,0,1,20,0,14,10.8,1.4,1.74,0
1,1,23,14,10,6,1,0,1,0,1,20,0,16,10.8,1.4,1.74,0
1,1,13,27,8,8,1,0,1,0,0,20,0,12,10.8,1.4,1.74,0
1,1,23,28,6,6,1,0,1,0,1,20,0,13,10.8,1.4,1.74,0
1,1,13,27,10,10,0,0,0,0,1,20,0,12,10.8,1.4,1.74,0
1,1,13,1,10,10,1,0,1,0,0,20,0,13,10.8,1.4,1.74,0
1,1,13,1,10,10,0,0,1,1,1,20,0,0,10.8,1.4,1.74,1
1,1,22,27,6,10,1,0,1,1,0,20,0,11,10.8,1.4,1.74,1
1,1,22,14,10,10,1,0,1,1,0,20,0,13,10.8,1.4,1.74,0
1,1,13,14,10,10,1,0,1,1,0,20,0,11,10.8,1.4,1.74,1
1,1,10,14,6,6,1,0,1,0,0,20,0,5,10.8,1.4,1.74,1
1,1,1,28,6,8,1,0,1,1,0,20,0,12,10.8,1.4,1.74,0
1,1,22,14,10,5,0,0,1,1,1,20,0,13,10.8,1.4,1.74,0
1,1,22,27,10,10,1,0,0,1,0,19,0,0,10.8,1.4,1.74,1
1,1,1,27,5,8,1,0,1,1,1,19,0,0,10.8,1.4,1.74,0
1,1,1,1,4,5,1,0,1,1,0,19,0,11,10.8,1.4,1.74,0
1,1,13,14,6,4,1,0,1,1,1,19,0,0,10.8,1.4,1.74,0
1,1,13,14,10,10,1,0,1,0,0,19,0,13,10.8,1.4,1.74,0
1,1,3,14,3,10,0,0,1,0,0,19,0,0,10.8,1.4,1.74,1
1,1,13,1,5,2,0,0,1,0,0,19,0,13,10.8,1.4,1.74,1
1,1,1,1,5,8,1,0,1,0,0,19,0,14,10.8,1.4,1.74,0
1,1,22,27,6,8,0,0,1,0,1,19,0,14,10.8,1.4,1.74,0
1,1,13,27,8,7,1,0,1,0,1,19,0,13,10.8,1.4,1.74,0
1,1,22,27,10,10,1,0,1,0,1,19,0,13,10.8,1.4,1.74,0
0,1,3,1,4,5,1,0,1,0,1,19,0,11,10.8,1.4,1.74,0
1,1,3,28,3,5,0,0,1,0,1,19,0,15,10.8,1.4,1.74,0
1,1,1,14,5,11,1,0,1,0,0,19,0,11,10.8,1.4,1.74,0
1,1,22,27,8,10,1,0,1,0,1,19,0,13,10.8,1.4,1.74,0
1,1,22,28,10,8,0,1,1,0,0,19,0,11,10.8,1.4,1.74,1
1,1,1,1,5,10,1,0,1,0,1,19,0,13,10.8,1.4,1.74,0
1,1,22,27,6,6,1,0,1,0,0,19,0,15,10.8,1.4,1.74,0
1,1,13,1,10,10,1,0,1,1,0,19,0,12,10.8,1.4,1.74,1
1,1,22,27,8,8,0,0,1,0,0,19,0,12,10.8,1.4,1.74,0
1,1,23,14,8,8,1,0,1,0,1,19,0,12,10.8,1.4,1.74,0
1,1,13,27,10,10,1,0,1,0,0,19,0,12,10.8,1.4,1.74,0
1,1,13,28,4,6,0,0,1,0,0,19,0,11,10.8,1.4,1.74,0
1,1,3,3,7,7,1,0,1,0,1,19,1,16,10.8,1.4,1.74,0
1,1,2,28,5,10,1,0,1,0,1,19,0,13,10.8,1.4,1.74,0
1,1,13,14,10,8,0,0,1,0,0,19,0,12,10.8,1.4,1.74,1
1,1,23,28,6,6,0,0,1,0,1,19,0,11,10.8,1.4,1.74,0
1,1,3,28,3,11,1,0,1,0,0,19,0,13,10.8,1.4,1.74,1
1,1,2,1,5,5,1,0,1,0,0,19,0,14,10.8,1.4,1.74,0
1,1,22,28,10,10,1,0,1,0,0,19,0,0,10.8,1.4,1.74,1
1,1,3,28,2,10,1,0,0,0,0,19,0,0,10.8,1.4,1.74,1
1,1,22,28,10,10,1,1,0,0,1,19,0,11,10.8,1.4,1.74,0
1,1,1,14,4,6,1,0,1,0,0,19,0,12,10.8,1.4,1.74,0
1,1,1,27,8,8,1,0,1,0,0,19,0,13,10.8,1.4,1.74,0
1,1,23,27,10,8,1,0,0,0,0,19,0,11,10.8,1.4,1.74,1
1,1,1,1,5,5,1,0,1,0,0,19,0,12,10.8,1.4,1.74,0
1,1,1,1,5,11,1,0,1,0,0,19,0,13,10.8,1.4,1.74,0
1,1,1,27,2,2,1,0,1,0,0,19,0,14,10.8,1.4,1.74,0
1,1,13,1,10,10,0,0,1,1,0,19,0,12,10.8,1.4,1.74,0
1,1,23,28,10,10,1,0,1,0,0,19,0,12,10.8,1.4,1.74,0
1,1,1,14,6,8,0,0,1,0,1,19,0,12,10.8,1.4,1.74,1
1,1,1,28,5,9,1,0,1,0,0,19,0,12,10.8,1.4,1.74,0
1,1,22,28,8,9,1,0,1,0,1,19,0,11,10.8,1.4,1.74,0
1,1,1,1,4,4,1,0,1,0,0,19,0,0,10.8,1.4,1.74,0
1,1,23,14,5,10,1,0,1,0,0,19,0,0,10.8,1.4,1.74,1
1,1,1,1,5,11,0,0,0,1,0,19,0,0,10.8,1.4,1.74,1
1,1,23,27,6,6,1,0,1,0,1,19,0,12,10.8,1.4,1.74,0
1,1,23,1,10,10,1,0,1,0,0,19,0,12,10.8,1.4,1.74,0
1,1,13,27,10,8,1,0,1,0,1,19,0,12,10.8,1.4,1.74,0
1,1,13,14,6,6,1,0,1,0,1,19,0,0,10.8,1.4,1.74,0
1,1,2,27,2,2,1,0,1,0,0,19,0,14,10.8,1.4,1.74,0
1,1,22,27,6,5,1,0,1,1,0,19,0,11,10.8,1.4,1.74,1
1,1,1,28,5,10,1,0,1,0,1,19,0,14,10.8,1.4,1.74,0
1,1,23,28,8,10,1,0,1,0,1,19,0,14,10.8,1.4,1.74,0
1,1,13,14,10,10,1,0,0,0,1,19,0,11,10.8,1.4,1.74,1
1,1,13,14,4,11,1,0,1,1,0,19,0,5,10.8,1.4,1.74,1
1,1,3,3,10,10,1,1,0,0,1,19,0,12,10.8,1.4,1.74,0
1,1,23,14,10,5,1,0,1,0,1,19,0,13,10.8,1.4,1.74,0
1,1,13,14,10,10,1,0,1,0,0,19,0,0,10.8,1.4,1.74,1
1,1,13,27,8,8,1,0,0,0,0,19,0,0,10.8,1.4,1.74,1
1,1,13,14,6,5,0,0,1,0,1,19,0,12,10.8,1.4,1.74,1
1,1,13,14,10,9,1,0,1,0,1,19,0,13,10.8,1.4,1.74,0
1,1,1,14,10,10,1,0,1,0,1,19,0,14,10.8,1.4,1.74,0
1,1,23,1,5,11,1,0,1,0,0,19,0,12,10.8,1.4,1.74,0
1,1,23,28,10,10,0,0,1,0,1,19,0,5,10.8,1.4,1.74,1
1,1,23,14,6,6,0,0,1,1,0,19,0,11,10.8,1.4,1.74,0
1,1,13,14,5,10,1,0,1,1,0,19,0,11,10.8,1.4,1.74,1
1,1,13,14,10,8,1,0,1,1,1,19,0,15,10.8,1.4,1.74,0
1,1,23,14,10,5,0,0,1,1,0,19,0,13,10.8,1.4,1.74,0
1,1,23,27,6,11,1,0,1,1,0,19,0,16,10.8,1.4,1.74,0
1,1,23,27,10,6,1,0,1,0,0,19,0,0,10.8,1.4,1.74,1
1,1,23,14,6,6,1,0,1,0,1,19,0,12,10.8,1.4,1.74,1
1,1,13,1,5,5,1,0,1,1,0,19,0,13,10.8,1.4,1.74,0
1,1,3,28,3,2,0,0,1,1,0,19,0,14,10.8,1.4,1.74,0
1,1,23,1,10,10,1,0,1,1,0,19,0,13,10.8,1.4,1.74,0
1,1,13,27,6,6,1,0,1,1,1,19,0,13,10.8,1.4,1.74,0
1,1,22,1,10,10,1,0,1,0,1,19,0,14,10.8,1.4,1.74,0
1,1,13,28,10,10,1,0,1,0,1,19,0,13,10.8,1.4,1.74,0
1,1,1,14,10,10,0,1,1,0,1,19,0,11,10.8,1.4,1.74,0
1,1,22,27,10,8,0,0,1,0,1,19,0,12,10.8,1.4,1.74,0
1,1,3,1,3,4,1,0,1,0,0,19,0,13,10.8,1.4,1.74,0
1,1,13,27,10,10,1,0,1,0,1,19,0,14,10.8,1.4,1.74,0
1,1,22,27,4,4,1,0,1,0,1,19,0,12,10.8,1.4,1.74,0
1,1,3,28,3,6,1,0,1,0,0,19,0,11,10.8,1.4,1.74,0
1,1,13,27,10,10,1,0,1,0,1,19,0,14,10.8,1.4,1.74,0
1,1,23,28,8,6,0,0,1,0,1,19,0,13,10.8,1.4,1.74,0
1,1,3,28,3,10,1,0,1,0,0,19,0,12,10.8,1.4,1.74,0
1,1,13,28,10,10,1,0,1,0,0,19,0,14,10.8,1.4,1.74,0
1,1,3,14,4,11,0,0,1,1,0,19,0,15,10.8,1.4,1.74,0
1,1,23,28,6,8,1,0,1,0,0,19,0,12,10.8,1.4,1.74,1
1,1,2,1,5,11,1,0,1,0,0,19,0,12,10.8,1.4,1.74,0
1,1,23,14,1,2,0,0,0,1,0,19,0,11,10.8,1.4,1.74,1
0,1,13,1,6,11,1,0,1,0,0,19,0,11,10.8,1.4,1.74,0
1,1,23,27,10,10,1,0,1,0,1,19,0,14,10.8,1.4,1.74,0
1,1,1,1,5,8,0,0,0,0,0,19,0,13,10.8,1.4,1.74,1
1,1,13,27,10,10,1,0,1,0,1,19,0,14,10.8,1.4,1.74,0
1,1,13,27,10,10,0,0,1,0,0,19,0,11,10.8,1.4,1.74,0
1,1,23,14,4,8,1,0,1,0,0,19,0,14,10.8,1.4,1.74,0
1,1,13,27,10,10,1,0,1,0,0,19,0,12,10.8,1.4,1.74,0
1,1,23,27,10,6,1,0,1,0,0,19,0,12,10.8,1.4,1.74,0
1,1,23,14,5,9,0,0,1,0,0,19,0,13,10.8,1.4,1.74,0
1,1,13,27,10,7,1,0,1,0,1,19,0,13,10.8,1.4,1.74,0
1,1,3,10,3,10,1,1,1,1,0,19,0,0,10.8,1.4,1.74,1
1,1,1,2,10,3,0,0,1,1,0,19,0,13,10.8,1.4,1.74,0
1,1,1,27,5,10,1,0,1,0,1,19,0,13,10.8,1.4,1.74,0
1,1,1,1,5,11,0,0,1,1,0,19,0,11,10.8,1.4,1.74,0
1,1,23,28,8,8,1,0,1,0,0,19,0,14,10.8,1.4,1.74,0
1,1,22,27,10,10,1,0,1,1,0,19,0,13,10.8,1.4,1.74,0
1,1,22,27,10,10,0,0,1,1,1,19,0,11,10.8,1.4,1.74,0
1,1,23,27,6,10,1,0,0,1,0,19,0,6,10.8,1.4,1.74,1
1,1,23,1,6,10,0,0,1,1,0,19,0,0,10.8,1.4,1.74,1
1,1,13,14,6,9,1,0,1,0,1,19,0,12,10.8,1.4,1.74,0
1,1,1,28,5,6,0,1,1,0,0,19,0,14,10.8,1.4,1.74,0
1,1,23,27,10,8,1,0,1,0,0,19,0,13,10.8,1.4,1.74,0
1,1,2,3,4,3,0,0,1,0,0,19,0,13,10.8,1.4,1.74,0
1,1,22,14,6,6,1,0,1,0,0,19,0,12,10.8,1.4,1.74,0
1,1,1,14,5,10,1,0,1,0,0,19,0,11,10.8,1.4,1.74,0
1,1,23,14,10,10,1,0,1,1,0,19,0,12,10.8,1.4,1.74,0
1,1,22,28,5,6,1,0,1,0,0,19,0,15,10.8,1.4,1.74,0
1,1,22,14,10,6,1,0,1,0,1,19,0,13,10.8,1.4,1.74,0
0,1,22,27,6,7,1,1,1,0,0,19,0,12,10.8,1.4,1.74,0
1,1,23,28,10,6,1,0,1,0,0,19,0,15,10.8,1.4,1.74,0
1,1,22,27,10,10,1,1,0,0,0,19,0,13,10.8,1.4,1.74,1
1,1,13,14,8,8,1,0,1,0,0,19,0,13,10.8,1.4,1.74,0
1,1,23,27,10,7,0,0,1,1,1,19,0,14,10.8,1.4,1.74,0
1,1,23,27,6,6,1,0,1,0,1,18,0,13,10.8,1.4,1.74,0
1,1,13,28,6,9,1,0,1,0,0,18,0,12,10.8,1.4,1.74,0
1,1,23,28,10,10,1,0,1,1,0,18,0,12,10.8,1.4,1.74,0
1,1,13,14,5,8,1,1,1,1,0,18,0,11,10.8,1.4,1.74,1
1,1,1,28,5,8,1,0,1,0,0,18,0,13,10.8,1.4,1.74,0
1,1,13,14,8,8,1,0,1,0,0,18,0,12,10.8,1.4,1.74,0
1,1,1,1,5,5,0,0,1,0,0,18,0,14,10.8,1.4,1.74,0
1,1,13,28,5,2,1,0,1,0,0,18,0,12,10.8,1.4,1.74,0
1,1,22,14,6,9,1,1,1,0,0,18,0,13,10.8,1.4,1.74,1
1,1,13,14,8,8,1,0,1,0,1,18,0,15,10.8,1.4,1.74,0
1,1,22,28,10,10,1,0,1,0,1,18,0,12,10.8,1.4,1.74,0
1,1,3,4,4,3,0,0,1,0,0,18,0,8,10.8,1.4,1.74,0
1,1,13,14,8,9,1,0,1,0,1,18,0,13,10.8,1.4,1.74,0
1,1,22,27,10,9,1,0,1,0,1,18,0,13,10.8,1.4,1.74,0
1,1,1,27,8,10,0,0,1,0,1,18,0,12,10.8,1.4,1.74,0
1,1,22,1,6,6,1,0,1,0,1,18,0,13,10.8,1.4,1.74,0
1,1,1,1,10,10,1,0,1,0,1,18,1,13,10.8,1.4,1.74,0
1,1,4,2,3,4,1,0,1,1,0,18,0,12,10.8,1.4,1.74,0
1,1,13,1,10,4,1,0,1,0,0,18,0,14,10.8,1.4,1.74,0
1,1,22,28,6,6,1,1,0,0,0,18,0,12,10.8,1.4,1.74,1
1,1,3,3,3,3,0,0,1,1,0,18,0,13,10.8,1.4,1.74,0
1,1,3,1,5,6,0,0,1,0,0,18,0,15,10.8,1.4,1.74,0
1,1,3,1,4,8,1,0,1,0,0,18,0,12,10.8,1.4,1.74,0
1,1,1,1,3,6,1,0,1,0,0,18,0,13,10.8,1.4,1.74,0
1,1,1,14,10,10,1,0,1,0,0,18,0,14,10.8,1.4,1.74,0
1,1,1,27,10,10,1,0,1,0,1,18,0,14,10.8,1.4,1.74,0
1,1,1,3,5,3,0,0,1,0,0,18,0,14,10.8,1.4,1.74,0
1,1,23,28,8,6,1,0,1,0,0,18,0,11,10.8,1.4,1.74,0
1,1,22,28,10,10,1,0,1,0,1,18,0,14,10.8,1.4,1.74,0
1,1,23,27,4,4,1,0,1,0,0,18,0,13,10.8,1.4,1.74,0
1,1,23,1,10,6,1,0,1,0,0,18,0,15,10.8,1.4,1.74,0
1,1,1,14,5,4,1,0,1,1,1,18,0,15,10.8,1.4,1.74,0
1,1,19,24,1,1,0,0,1,1,0,18,0,11,10.8,1.4,1.74,1
1,1,1,14,5,5,0,0,0,0,0,18,0,15,10.8,1.4,1.74,0
1,3,1,28,10,4,0,1,1,0,0,18,0,12,10.8,1.4,1.74,0
1,1,13,14,10,10,1,0,1,0,0,18,0,13,10.8,1.4,1.74,0
1,1,22,28,10,10,1,0,1,1,1,18,0,13,10.8,1.4,1.74,0
1,1,22,14,8,8,1,0,1,1,1,18,0,0,10.8,1.4,1.74,0
1,1,22,27,10,6,1,0,1,0,0,18,0,12,10.8,1.4,1.74,1
1,1,23,28,6,8,1,0,1,0,1,18,0,13,10.8,1.4,1.74,0
1,1,23,27,10,7,1,0,1,1,0,18,0,12,10.8,1.4,1.74,0
1,1,23,27,10,10,1,0,1,1,1,18,0,0,10.8,1.4,1.74,0
1,1,13,28,6,6,1,0,1,1,0,18,0,11,10.8,1.4,1.74,0
1,1,1,1,5,8,1,0,1,0,0,18,0,15,10.8,1.4,1.74,0
1,1,1,1,5,5,0,0,0,0,0,18,0,5,10.8,1.4,1.74,1
1,1,22,27,6,6,1,0,1,1,0,18,0,14,10.8,1.4,1.74,0
1,1,23,28,8,8,1,0,1,1,0,18,0,12,10.8,1.4,1.74,0
1,1,23,27,10,10,1,0,1,1,0,18,0,12,10.8,1.4,1.74,0
1,1,2,1,10,10,1,0,1,0,1,18,0,12,10.8,1.4,1.74,0
1,1,23,27,10,8,1,0,1,0,1,18,0,13,10.8,1.4,1.74,0
1,1,3,1,5,2,1,0,1,1,0,18,0,12,10.8,1.4,1.74,1
1,1,1,14,11,6,1,0,1,1,0,18,0,0,10.8,1.4,1.74,0
1,1,1,1,10,4,1,0,1,0,0,18,0,0,10.8,1.4,1.74,0
1,1,2,16,5,4,1,0,1,0,0,18,0,7,10.8,1.4,1.74,1
1,1,13,1,10,11,1,0,1,0,0,18,0,13,10.8,1.4,1.74,0
0,1,22,14,6,6,0,0,1,0,0,18,0,13,10.8,1.4,1.74,0
1,1,13,28,5,9,1,0,1,0,1,18,0,12,10.8,1.4,1.74,1
1,1,23,14,8,8,1,0,1,0,1,18,0,12,10.8,1.4,1.74,0
1,1,2,14,3,10,1,0,1,0,0,18,0,12,10.8,1.4,1.74,0
1,1,23,27,6,6,1,0,1,0,0,18,0,11,10.8,1.4,1.74,1
1,1,13,1,6,8,1,0,1,0,0,18,0,13,10.8,1.4,1.74,0
1,1,23,27,6,10,1,0,1,0,1,18,0,15,10.8,1.4,1.74,0
1,1,1,1,5,11,1,0,1,1,0,18,0,13,10.8,1.4,1.74,0
1,1,13,1,12,12,0,0,1,1,0,18,0,0,10.8,1.4,1.74,1
1,1,23,28,7,4,0,0,1,1,1,18,0,12,10.8,1.4,1.74,0
1,1,23,28,10,8,1,0,1,1,1,18,0,13,10.8,1.4,1.74,1
1,1,22,27,10,10,1,0,1,1,0,18,0,13,10.8,1.4,1.74,0
1,1,1,1,10,10,1,0,1,1,0,18,0,11,10.8,1.4,1.74,1
1,1,13,28,4,6,1,0,0,0,0,18,1,6,10.8,1.4,1.74,1
1,1,13,28,5,9,0,0,1,0,1,18,0,12,10.8,1.4,1.74,0
1,1,23,14,10,6,1,0,1,0,1,18,0,12,10.8,1.4,1.74,0
1,1,22,27,10,10,0,0,1,0,0,18,0,13,10.8,1.4,1.74,0
1,1,13,27,5,8,1,0,1,0,1,18,0,13,10.8,1.4,1.74,0
1,1,13,1,6,10,1,0,1,0,0,18,0,12,10.8,1.4,1.74,0
1,1,3,1,10,7,1,0,1,0,0,18,0,13,10.8,1.4,1.74,0
1,1,1,1,4,5,1,0,1,0,0,18,0,14,10.8,1.4,1.74,0
1,1,23,14,6,8,1,0,1,0,1,18,0,14,10.8,1.4,1.74,0
1,1,23,27,10,6,1,0,1,0,0,18,0,15,10.8,1.4,1.74,0
1,1,13,27,10,10,1,0,1,0,0,18,0,14,10.8,1.4,1.74,0
1,1,22,14,6,8,1,0,0,0,0,18,0,12,10.8,1.4,1.74,0
1,1,3,14,3,4,1,0,1,0,0,18,0,13,10.8,1.4,1.74,0
1,1,22,27,1,12,1,0,1,0,0,18,0,14,10.8,1.4,1.74,1
1,1,23,27,6,8,1,0,1,0,0,18,0,13,10.8,1.4,1.74,0
1,1,10,27,10,10,1,0,1,0,0,18,0,5,10.8,1.4,1.74,1
1,1,1,14,5,10,1,0,1,0,0,18,0,13,10.8,1.4,1.74,0
1,1,22,1,10,10,1,0,1,0,1,18,0,15,10.8,1.4,1.74,0
1,1,13,3,10,6,1,0,1,0,0,18,0,14,10.8,1.4,1.74,0
1,1,1,14,10,10,0,0,1,0,0,18,0,13,10.8,1.4,1.74,0
1,1,23,14,8,10,1,0,1,0,1,18,0,14,10.8,1.4,1.74,0
1,1,3,1,3,8,1,0,1,1,0,18,0,13,10.8,1.4,1.74,0
1,1,13,28,5,6,1,0,1,0,0,18,0,13,10.8,1.4,1.74,0
1,1,22,27,10,4,1,0,1,0,1,18,0,13,10.8,1.4,1.74,0
1,1,13,1,6,5,0,1,1,1,0,18,0,12,10.8,1.4,1.74,1
1,1,13,27,10,10,1,0,1,0,1,18,0,15,10.8,1.4,1.74,0
1,1,23,28,10,11,1,0,1,0,0,18,0,12,10.8,1.4,1.74,0
1,1,3,3,2,2,1,0,1,0,0,18,0,13,10.8,1.4,1.74,0
1,1,1,28,5,4,1,0,1,1,0,18,0,8,10.8,1.4,1.74,0
1,1,1,1,5,5,1,0,1,1,0,18,0,12,10.8,1.4,1.74,0
1,1,22,28,10,10,1,1,0,0,0,18,0,11,10.8,1.4,1.74,1
1,1,23,24,5,1,0,0,1,0,0,18,0,0,10.8,1.4,1.74,1
1,1,1,14,5,6,0,0,1,0,0,18,0,11,10.8,1.4,1.74,0
1,1,13,14,6,10,1,0,1,0,1,18,0,14,10.8,1.4,1.74,0
1,1,23,27,6,8,1,1,1,0,0,18,0,12,10.8,1.4,1.74,0
1,1,22,27,10,10,1,0,1,0,0,18,0,12,10.8,1.4,1.74,0
1,1,3,1,3,5,1,0,1,1,0,18,0,12,10.8,1.4,1.74,0
1,1,13,1,8,4,1,0,1,1,0,18,0,11,10.8,1.4,1.74,0
1,1,1,3,5,2,1,0,1,1,0,18,0,12,10.8,1.4,1.74,1
1,1,13,27,6,10,1,0,1,0,0,18,0,14,10.8,1.4,1.74,0
1,1,23,28,10,8,1,0,1,0,0,18,0,12,10.8,1.4,1.74,1
1,1,22,1,5,11,0,0,1,0,0,18,0,11,10.8,1.4,1.74,0
1,1,1,14,4,10,1,0,1,1,0,18,0,13,10.8,1.4,1.74,0
1,1,3,14,3,4,1,0,1,0,0,17,0,12,10.8,1.4,1.74,0
1,12,22,27,10,10,0,0,1,0,0,60,0,14,13.9,-0.3,0.79,0
1,9,22,14,10,11,0,0,1,1,0,58,0,0,13.9,-0.3,0.79,1
1,15,22,27,10,10,0,0,1,0,0,52,0,11,13.9,-0.3,0.79,0
1,3,22,28,10,8,0,0,1,1,0,51,0,16,13.9,-0.3,0.79,0
0,1,22,27,10,8,0,0,1,0,0,49,0,12,13.9,-0.3,0.79,0
0,1,22,28,10,10,0,0,1,0,0,45,0,13,13.9,-0.3,0.79,0
1,3,22,14,10,8,1,0,1,0,0,45,0,13,13.9,-0.3,0.79,0
1,12,22,27,10,11,0,0,0,0,0,44,0,0,13.9,-0.3,0.79,1
0,12,22,1,6,6,0,0,1,1,0,44,0,11,13.9,-0.3,0.79,1
1,12,22,27,10,11,1,1,1,1,0,44,0,6,13.9,-0.3,0.79,1
1,1,22,27,10,10,1,0,1,1,0,43,0,13,13.9,-0.3,0.79,0
0,1,22,27,6,9,0,0,0,1,0,43,0,11,13.9,-0.3,0.79,1
1,12,13,14,10,5,0,1,0,1,0,42,0,0,13.9,-0.3,0.79,1
0,1,22,14,4,11,0,0,1,1,1,42,0,11,13.9,-0.3,0.79,1
0,1,22,1,10,8,0,0,1,0,1,41,0,13,13.9,-0.3,0.79,0
1,1,22,27,8,8,0,0,1,1,0,40,0,16,13.9,-0.3,0.79,0
0,1,22,27,7,7,0,0,1,0,0,40,0,12,13.9,-0.3,0.79,0
1,1,22,28,6,8,0,0,1,1,0,39,0,17,13.9,-0.3,0.79,1
1,15,1,1,4,7,0,0,1,0,0,39,0,14,13.9,-0.3,0.79,0
1,3,3,3,3,3,0,1,0,1,0,38,0,6,13.9,-0.3,0.79,1
1,1,1,2,5,3,0,0,1,1,0,38,0,16,13.9,-0.3,0.79,0
0,3,22,27,10,10,0,0,1,0,0,38,0,12,13.9,-0.3,0.79,0
0,12,22,27,10,10,0,0,1,0,0,38,0,11,13.9,-0.3,0.79,1
0,1,22,27,6,6,0,0,1,0,1,38,0,13,13.9,-0.3,0.79,0
0,1,22,27,5,2,0,0,1,1,0,38,0,14,13.9,-0.3,0.79,0
0,1,22,27,7,9,0,1,1,0,0,37,0,12,13.9,-0.3,0.79,0
1,1,22,27,10,7,0,0,1,0,0,37,1,0,13.9,-0.3,0.79,1
0,1,23,27,10,8,0,0,1,1,1,37,0,12,13.9,-0.3,0.79,0
1,13,22,27,10,4,0,0,1,1,0,37,0,13,13.9,-0.3,0.79,0
1,1,22,27,10,9,0,0,1,1,0,36,0,0,13.9,-0.3,0.79,1
1,1,13,28,10,10,0,0,1,1,0,36,0,11,13.9,-0.3,0.79,1
1,3,3,2,3,3,0,0,1,0,0,35,0,0,13.9,-0.3,0.79,1
0,1,1,27,20,43,0,0,1,0,0,35,0,12,13.9,-0.3,0.79,0
1,1,22,27,10,5,0,0,1,1,0,35,0,11,13.9,-0.3,0.79,1
1,12,3,1,3,9,1,0,1,1,0,35,0,6,13.9,-0.3,0.79,1
0,1,2,27,4,10,0,0,1,1,0,34,0,13,13.9,-0.3,0.79,0
0,1,23,28,10,4,0,0,1,1,0,34,0,11,13.9,-0.3,0.79,0
0,1,13,27,4,10,0,0,1,0,0,34,0,6,13.9,-0.3,0.79,1
1,1,22,27,10,10,0,1,1,0,0,34,0,13,13.9,-0.3,0.79,0
1,1,3,14,5,7,0,1,0,1,0,34,0,11,13.9,-0.3,0.79,1
0,14,22,14,10,11,0,0,1,0,0,33,0,16,13.9,-0.3,0.79,0
1,1,3,27,4,8,0,0,1,1,0,32,0,12,13.9,-0.3,0.79,0
1,1,22,27,10,7,0,0,1,0,0,32,0,0,13.9,-0.3,0.79,1
1,3,22,27,8,8,0,0,1,0,0,32,0,14,13.9,-0.3,0.79,0
0,1,13,27,4,10,0,0,1,1,0,32,0,11,13.9,-0.3,0.79,1
1,1,22,27,2,2,1,0,1,1,0,32,0,0,13.9,-0.3,0.79,1
1,9,1,29,6,4,1,1,0,0,0,32,0,0,13.9,-0.3,0.79,1
1,3,1,1,5,7,0,0,1,1,0,32,0,14,13.9,-0.3,0.79,0
